City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
380,Khasan,RU,72.43,broken clouds,42.4308,130.6434,
381,Luoyang,CN,75.74,broken clouds,34.6836,112.4536,易家国际青年旅舍
382,Padang,ID,76.84,overcast clouds,-0.9492,100.3543,Mercure Padang
384,Horta,PT,76.64,few clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
385,Kalemie,CD,71.83,clear sky,-5.9475,29.1947,Mahobilali
386,Ugoofaaru,MV,82.06,overcast clouds,5.6667,73.0,Ungoofaaru Inn
387,Tshikapa,CD,75.42,clear sky,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
390,Kunzelsau,DE,62.76,overcast clouds,49.2819,9.6889,Schlosshotel Ingelfingen
392,Gigmoto,PH,82.76,overcast clouds,13.7796,124.39,Cj's Travellers Inn
393,Kupang,ID,73.71,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
397,Borovskoy,KZ,66.09,broken clouds,53.8,64.15,Аренда жилья/Баня
399,Sakaiminato,JP,78.78,few clouds,35.55,133.2333,味処・民宿 まつや
400,Edson,CA,80.74,haze,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
401,Talcahuano,CL,62.28,clear sky,-36.7167,-73.1167,departamento comodo
402,Mogok,MM,65.68,overcast clouds,22.9167,96.5,MOGOK HILL HOTEL
404,Itarema,BR,78.73,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
405,Yara,CU,88.23,broken clouds,20.2753,-76.9533,Casa de Margarita Puebla Lorente
406,Batagay-Alyta,RU,60.8,broken clouds,67.8006,130.4114,
407,Sechura,PE,76.46,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
408,Acarau,BR,79.18,broken clouds,-2.8856,-40.12,castelo pizzaria
409,The Valley,AI,87.66,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
412,Bandarbeyla,SO,77.02,clear sky,9.4942,50.8122,JABIR HOTEL
415,Kastamonu,TR,62.74,clear sky,41.5,33.6667,
416,Tabuk,PH,77.2,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
417,Malpe,IN,76.3,moderate rain,13.35,74.7167,Hotel Sri Krishna Residency
418,Pangkalanbuun,ID,74.28,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
419,Vila Velha,BR,71.55,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
421,Margate,GB,60.31,clear sky,51.3813,1.3862,Premier Inn Margate hotel
423,Massaguet,TD,82.44,broken clouds,12.4755,15.4365,Alwatane
424,Miramar,US,86.02,overcast clouds,25.9873,-80.2323,Miramar
425,Hohhot,CN,64.69,few clouds,40.8106,111.6522,Sheraton Hohhot Hotel
426,Ormara,PK,81.07,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
427,Oistins,BB,86.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
430,Sur,OM,89.02,clear sky,22.5667,59.5289,Sur Plaza Hotel
431,Kudahuvadhoo,MV,82.0,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
432,Poum,NC,69.91,few clouds,-20.2333,164.0167,Gîte kajeon
434,Tual,ID,80.71,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
436,Kununurra,AU,75.18,scattered clouds,-15.7667,128.7333,Hotel Kununurra
437,Zheleznodorozhnyy,RU,64.36,few clouds,55.7503,38.0042,Hotel Dali
439,San-Pedro,CI,76.1,overcast clouds,4.7485,-6.6363,Hotel Maria
441,Waingapu,ID,74.05,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
442,Tautira,PF,82.42,light rain,-17.7333,-149.15,Pension Oaoa
443,Katobu,ID,73.09,overcast clouds,-4.9408,122.5276,La Ode Husein
447,Mahibadhoo,MV,82.08,overcast clouds,3.7833,72.9667,Omadhoo Inn
448,Saint-Louis,SN,87.49,overcast clouds,16.3333,-15.0,
449,Kutum,SD,73.72,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
450,Umaria,IN,72.75,broken clouds,23.5333,80.8333,Krishna Palace
451,Juneau,US,66.85,broken clouds,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
452,Vila Franca Do Campo,PT,73.81,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
454,Homer,US,68.04,clear sky,59.6425,-151.5483,Beluga Lake Lodge
455,Emba,KZ,83.91,few clouds,48.8264,58.1442,
456,Paka,MY,73.33,heavy intensity rain,4.6374,103.4368,RUMBIA RESORT VILLA
458,Sterling,US,82.89,broken clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
459,Pergine Valsugana,IT,67.42,fog,46.065,11.238,La Rotonda Albergo Ristorante
460,Zhezkazgan,KZ,77.7,scattered clouds,47.8043,67.7144,Hotel Zumrat
463,Dicabisagan,PH,83.14,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
465,Khrystynivka,UA,62.92,scattered clouds,48.8249,29.9681,Будинок Відпочинку
466,Aras,ES,70.21,clear sky,42.5617,-2.356,Jardines de Viana Spa
467,Naryan-Mar,RU,64.9,overcast clouds,67.6713,53.087,Hostel Agat
469,Natal,BR,79.02,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
470,Khvorostyanka,RU,73.72,overcast clouds,52.6096,48.9597,Gostinitsa Nedorogo
471,Ciuperceni,RO,80.85,overcast clouds,43.7667,24.95,Primăria Ciuperceni
472,Antofagasta,CL,66.22,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
473,Durango,MX,69.31,overcast clouds,24.8333,-104.8333,
475,Eydhafushi,MV,81.64,overcast clouds,5.1033,73.0708,Soneva Fushi
476,Ixmiquilpan,MX,77.95,broken clouds,20.4833,-99.2333,Hotel Avenida Ixmiquilpan
477,Irara,BR,65.43,scattered clouds,-12.05,-38.7667,Hotel Avenida
480,Yueyang,CN,78.55,clear sky,29.3333,113.0919,Delong Fortune Hotel
481,Talagang,PK,89.42,scattered clouds,32.9297,72.4158,Sajid Iqbal Manzil
483,Kawambwa,ZM,61.97,clear sky,-9.7915,29.0791,"Uphill Country Lodge, Kawambwa"
486,Lady Lake,US,87.66,scattered clouds,28.9175,-81.9229,"Holiday Inn Express & Suites the Villages, an IHG Hotel"
489,Veseloyarsk,RU,63.28,scattered clouds,51.2836,81.1056,
492,Shiloh,US,82.42,few clouds,38.5614,-89.8973,Hilton Garden Inn St. Louis Shiloh/O’Fallon IL
493,Cacu,BR,75.81,broken clouds,-18.5567,-51.1308,Império Hotel
494,Klyuchi,RU,64.63,broken clouds,52.2667,79.1667,Vesolaya Mayovka
495,Shaowu,CN,76.05,overcast clouds,27.3409,117.4831,Yijie Express Hotel
496,Mikhaylov,RU,62.19,broken clouds,54.2292,39.0186,Gostinitsa
497,Koubia,GN,68.85,moderate rain,11.5833,-11.9,Hôtel Mbalou Koubia
499,Pundaguitan,PH,83.05,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
501,Brigantine,US,79.12,clear sky,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
502,Tura,IN,75.92,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
503,Nouna,BF,79.74,broken clouds,12.7333,-3.8667,Sabunyuma So
505,Dengzhou,CN,73.65,overcast clouds,37.8086,120.7508,Greentree Inn Penglai Free Harbor Business Hotel
506,Kalianget,ID,79.7,broken clouds,-7.05,113.9333,Pesanggrahan Garam
507,Tanabe,JP,77.94,broken clouds,33.7333,135.3667,美吉屋旅館
508,Miles City,US,85.17,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
509,Darnah,LY,85.19,clear sky,32.767,22.6367,فندق الفردوس
510,Houma,US,82.99,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
511,Tabou,CI,76.42,broken clouds,4.423,-7.3528,hotêl doufoulougou
512,Hurghada,EG,86.04,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
